1748536366.194744 server started (2348): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1748536366.194774 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:33 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8122
1748536366.194781 using libevent 2.1.12-stable select
1748536366.194788 using utf8proc 2.10.0
1748536366.194793 using ncurses 6.5 20240427
1748536366.224417 args_parse_flags: next -N
1748536366.224419 args_parse_flag_argument: -N = %%
1748536366.224421 args_parse: flags end at 3 of 3
1748536366.224424 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224426 args_parse_flags: next -Np(repeat)
1748536366.224428 args_parse_flags: -N
1748536366.224430 args_parse_flag_argument: -p = (repeat)
1748536366.224431 args_parse_flags: next -I3
1748536366.224433 args_parse_flag_argument: -I = 3
1748536366.224435 args_parse: flags end at 3 of 4
1748536366.224438 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224443 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1748536366.224445 args_parse_flags: next -Tcopy-mode-vi
1748536366.224447 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224449 args_parse_flags: next 3
1748536366.224451 args_parse: flags end at 2 of 4
1748536366.224453 args_parse: 2 = 3 (type STRING)
1748536366.224458 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224465 cmd_parse_build_commands: bind-key -T copy-mode-vi 3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1748536366.224469 cmdq_get_command: [bind-key/0x12504a730] group 2132
1748536366.224471 cmdq_append <global>: [bind-key/0x12504a730]
1748536366.224473 yylex_token: end at WS
1748536366.224474 yylex_token: bind
1748536366.224477 yylex_token: end at WS
1748536366.224478 yylex_token: -Tcopy-mode-vi
1748536366.224480 yylex_token: end at WS
1748536366.224482 yylex_token: 4
1748536366.224484 yylex_token: end at WS
1748536366.224486 yylex_token: command-prompt
1748536366.224488 yylex_token: end at WS
1748536366.224490 yylex_token: -Np(repeat)
1748536366.224491 yylex_token: end at WS
1748536366.224493 yylex_token: -I4
1748536366.224495 yylex_token: end at WS
1748536366.224497 yylex_token: send
1748536366.224499 yylex_token: end at WS
1748536366.224500 yylex_token: -N
1748536366.224502 yylex_token: end at WS
1748536366.224504 yylex_token: %%
1748536366.224506 cmd_parse_build_commands 0:0: bind
1748536366.224510 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224512 cmd_parse_build_commands 0:2: 4
1748536366.224514 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224516 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224518 cmd_parse_build_commands 0:3 0:2: -I4
1748536366.224520 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224522 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224524 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224526 cmd_parse_build_commands 0:0: command-prompt
1748536366.224528 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224530 cmd_parse_build_commands 0:2: -I4
1748536366.224534 cmd_parse_build_commands 0:3 0:0: send
1748536366.224536 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224538 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224541 cmd_parse_build_commands 0:0: send
1748536366.224543 cmd_parse_build_commands 0:1: -N
1748536366.224544 cmd_parse_build_commands 0:2: %%
1748536366.224547 args_parse_flags: next -N
1748536366.224549 args_parse_flag_argument: -N = %%
1748536366.224551 args_parse: flags end at 3 of 3
1748536366.224554 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224556 args_parse_flags: next -Np(repeat)
1748536366.224558 args_parse_flags: -N
1748536366.224560 args_parse_flag_argument: -p = (repeat)
1748536366.224562 args_parse_flags: next -I4
1748536366.224563 args_parse_flag_argument: -I = 4
1748536366.224565 args_parse: flags end at 3 of 4
1748536366.224568 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224573 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1748536366.224575 args_parse_flags: next -Tcopy-mode-vi
1748536366.224577 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224579 args_parse_flags: next 4
1748536366.224581 args_parse: flags end at 2 of 4
1748536366.224583 args_parse: 2 = 4 (type STRING)
1748536366.224588 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224596 cmd_parse_build_commands: bind-key -T copy-mode-vi 4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1748536366.224599 cmdq_get_command: [bind-key/0x12504ae00] group 2144
1748536366.224601 cmdq_append <global>: [bind-key/0x12504ae00]
1748536366.224603 yylex_token: end at WS
1748536366.224605 yylex_token: bind
1748536366.224607 yylex_token: end at WS
1748536366.224609 yylex_token: -Tcopy-mode-vi
1748536366.224611 yylex_token: end at WS
1748536366.224612 yylex_token: 5
1748536366.224614 yylex_token: end at WS
1748536366.224616 yylex_token: command-prompt
1748536366.224618 yylex_token: end at WS
1748536366.224620 yylex_token: -Np(repeat)
1748536366.224622 yylex_token: end at WS
1748536366.224624 yylex_token: -I5
1748536366.224626 yylex_token: end at WS
1748536366.224627 yylex_token: send
1748536366.224629 yylex_token: end at WS
1748536366.224631 yylex_token: -N
1748536366.224633 yylex_token: end at WS
1748536366.224635 yylex_token: %%
1748536366.224637 cmd_parse_build_commands 0:0: bind
1748536366.224639 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224641 cmd_parse_build_commands 0:2: 5
1748536366.224643 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224645 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224647 cmd_parse_build_commands 0:3 0:2: -I5
1748536366.224649 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224650 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224652 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224655 cmd_parse_build_commands 0:0: command-prompt
1748536366.224656 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224658 cmd_parse_build_commands 0:2: -I5
1748536366.224660 cmd_parse_build_commands 0:3 0:0: send
1748536366.224662 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224664 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224666 cmd_parse_build_commands 0:0: send
1748536366.224668 cmd_parse_build_commands 0:1: -N
1748536366.224670 cmd_parse_build_commands 0:2: %%
1748536366.224673 args_parse_flags: next -N
1748536366.224675 args_parse_flag_argument: -N = %%
1748536366.224677 args_parse: flags end at 3 of 3
1748536366.224680 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224682 args_parse_flags: next -Np(repeat)
1748536366.224684 args_parse_flags: -N
1748536366.224685 args_parse_flag_argument: -p = (repeat)
1748536366.224687 args_parse_flags: next -I5
1748536366.224689 args_parse_flag_argument: -I = 5
1748536366.224691 args_parse: flags end at 3 of 4
1748536366.224694 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224699 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1748536366.224701 args_parse_flags: next -Tcopy-mode-vi
1748536366.224705 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224707 args_parse_flags: next 5
1748536366.224709 args_parse: flags end at 2 of 4
1748536366.224711 args_parse: 2 = 5 (type STRING)
1748536366.224715 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224723 cmd_parse_build_commands: bind-key -T copy-mode-vi 5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1748536366.224726 cmdq_get_command: [bind-key/0x12504b410] group 2156
1748536366.224728 cmdq_append <global>: [bind-key/0x12504b410]
1748536366.224730 yylex_token: end at WS
1748536366.224732 yylex_token: bind
1748536366.224734 yylex_token: end at WS
1748536366.224736 yylex_token: -Tcopy-mode-vi
1748536366.224738 yylex_token: end at WS
1748536366.224739 yylex_token: 6
1748536366.224742 yylex_token: end at WS
1748536366.224743 yylex_token: command-prompt
1748536366.224746 yylex_token: end at WS
1748536366.224747 yylex_token: -Np(repeat)
1748536366.224749 yylex_token: end at WS
1748536366.224751 yylex_token: -I6
1748536366.224753 yylex_token: end at WS
1748536366.224755 yylex_token: send
1748536366.224756 yylex_token: end at WS
1748536366.224758 yylex_token: -N
1748536366.224760 yylex_token: end at WS
1748536366.224761 yylex_token: %%
1748536366.224764 cmd_parse_build_commands 0:0: bind
1748536366.224766 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224768 cmd_parse_build_commands 0:2: 6
1748536366.224770 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224771 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224773 cmd_parse_build_commands 0:3 0:2: -I6
1748536366.224775 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224777 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224779 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224781 cmd_parse_build_commands 0:0: command-prompt
1748536366.224783 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224785 cmd_parse_build_commands 0:2: -I6
1748536366.224787 cmd_parse_build_commands 0:3 0:0: send
1748536366.224789 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224791 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224793 cmd_parse_build_commands 0:0: send
1748536366.224795 cmd_parse_build_commands 0:1: -N
1748536366.224796 cmd_parse_build_commands 0:2: %%
1748536366.224799 args_parse_flags: next -N
1748536366.224801 args_parse_flag_argument: -N = %%
1748536366.224803 args_parse: flags end at 3 of 3
1748536366.224806 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224808 args_parse_flags: next -Np(repeat)
1748536366.224810 args_parse_flags: -N
1748536366.224812 args_parse_flag_argument: -p = (repeat)
1748536366.224813 args_parse_flags: next -I6
1748536366.224815 args_parse_flag_argument: -I = 6
1748536366.224817 args_parse: flags end at 3 of 4
1748536366.224820 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224825 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1748536366.224827 args_parse_flags: next -Tcopy-mode-vi
1748536366.224829 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224831 args_parse_flags: next 6
1748536366.224833 args_parse: flags end at 2 of 4
1748536366.224835 args_parse: 2 = 6 (type STRING)
1748536366.224840 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224847 cmd_parse_build_commands: bind-key -T copy-mode-vi 6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1748536366.224851 cmdq_get_command: [bind-key/0x12504b7d0] group 2168
1748536366.224852 cmdq_append <global>: [bind-key/0x12504b7d0]
1748536366.224854 yylex_token: end at WS
1748536366.224856 yylex_token: bind
1748536366.224861 yylex_token: end at WS
1748536366.224863 yylex_token: -Tcopy-mode-vi
1748536366.224865 yylex_token: end at WS
1748536366.224867 yylex_token: 7
1748536366.224869 yylex_token: end at WS
1748536366.224870 yylex_token: command-prompt
1748536366.224873 yylex_token: end at WS
1748536366.224874 yylex_token: -Np(repeat)
1748536366.224877 yylex_token: end at WS
1748536366.224882 yylex_token: -I7
1748536366.224884 yylex_token: end at WS
1748536366.224886 yylex_token: send
1748536366.224888 yylex_token: end at WS
1748536366.224889 yylex_token: -N
1748536366.224891 yylex_token: end at WS
1748536366.224893 yylex_token: %%
1748536366.224895 cmd_parse_build_commands 0:0: bind
1748536366.224897 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.224899 cmd_parse_build_commands 0:2: 7
1748536366.224901 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.224903 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.224905 cmd_parse_build_commands 0:3 0:2: -I7
1748536366.224907 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.224909 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.224911 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.224913 cmd_parse_build_commands 0:0: command-prompt
1748536366.224915 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.224917 cmd_parse_build_commands 0:2: -I7
1748536366.224919 cmd_parse_build_commands 0:3 0:0: send
1748536366.224920 cmd_parse_build_commands 0:3 0:1: -N
1748536366.224922 cmd_parse_build_commands 0:3 0:2: %%
1748536366.224925 cmd_parse_build_commands 0:0: send
1748536366.224926 cmd_parse_build_commands 0:1: -N
1748536366.224928 cmd_parse_build_commands 0:2: %%
1748536366.224931 args_parse_flags: next -N
1748536366.224933 args_parse_flag_argument: -N = %%
1748536366.224935 args_parse: flags end at 3 of 3
1748536366.224938 cmd_parse_build_commands: send-keys -N "%%"
1748536366.224940 args_parse_flags: next -Np(repeat)
1748536366.224942 args_parse_flags: -N
1748536366.224944 args_parse_flag_argument: -p = (repeat)
1748536366.224945 args_parse_flags: next -I7
1748536366.224948 args_parse_flag_argument: -I = 7
1748536366.224950 args_parse: flags end at 3 of 4
1748536366.224953 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.224959 cmd_parse_build_commands: command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1748536366.224961 args_parse_flags: next -Tcopy-mode-vi
1748536366.224963 args_parse_flag_argument: -T = copy-mode-vi
1748536366.224964 args_parse_flags: next 7
1748536366.224966 args_parse: flags end at 2 of 4
1748536366.224968 args_parse: 2 = 7 (type STRING)
1748536366.224973 args_parse: 3 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.224981 cmd_parse_build_commands: bind-key -T copy-mode-vi 7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1748536366.224984 cmdq_get_command: [bind-key/0x12504c100] group 2180
1748536366.224986 cmdq_append <global>: [bind-key/0x12504c100]
1748536366.224988 yylex_token: end at WS
1748536366.224990 yylex_token: bind
1748536366.224992 yylex_token: end at WS
1748536366.224994 yylex_token: -Tcopy-mode-vi
1748536366.224996 yylex_token: end at WS
1748536366.224997 yylex_token: 8
1748536366.225000 yylex_token: end at WS
1748536366.225001 yylex_token: command-prompt
1748536366.225004 yylex_token: end at WS
1748536366.225005 yylex_token: -Np(repeat)
1748536366.225007 yylex_token: end at WS
1748536366.225009 yylex_token: -I8
1748536366.225011 yylex_token: end at WS
1748536366.225012 yylex_token: send
1748536366.225014 yylex_token: end at WS
1748536366.225016 yylex_token: -N
1748536366.225018 yylex_token: end at WS
1748536366.225020 yylex_token: %%
1748536366.225022 cmd_parse_build_commands 0:0: bind
1748536366.225024 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.225026 cmd_parse_build_commands 0:2: 8
1748536366.225028 cmd_parse_build_commands 0:3 0:0: command-prompt
1748536366.225029 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1748536366.225031 cmd_parse_build_commands 0:3 0:2: -I8
1748536366.225033 cmd_parse_build_commands 0:3 0:3 0:0: send
1748536366.225035 cmd_parse_build_commands 0:3 0:3 0:1: -N
1748536366.225037 cmd_parse_build_commands 0:3 0:3 0:2: %%
1748536366.225039 cmd_parse_build_commands 0:0: command-prompt
1748536366.225041 cmd_parse_build_commands 0:1: -Np(repeat)
1748536366.225043 cmd_parse_build_commands 0:2: -I8
1748536366.225045 cmd_parse_build_commands 0:3 0:0: send
1748536366.225047 cmd_parse_build_commands 0:3 0:1: -N
1748536366.225051 cmd_parse_build_commands 0:3 0:2: %%
1748536366.225053 cmd_parse_build_commands 0:0: send
1748536366.225055 cmd_parse_build_commands 0:1: -N
1748536366.225057 cmd_parse_build_commands 0:2: %%
1748536366.225059 args_parse_flags: next -N
1748536366.225061 args_parse_flag_argument: -N = %%
1748536366.225063 args_parse: flags end at 3 of 3
1748536366.225066 cmd_parse_build_commands: send-keys -N "%%"
1748536366.225068 args_parse_flags: next -Np(repeat)
1748536366.225070 args_parse_flags: -N
1748536366.225073 args_parse_flag_argument: -p = (repeat)
1748536366.225074 args_parse_flags: next -I8
1748536366.225076 args_parse_flag_argument: -I = 8
1748536366.225078 args_parse: flags end at 3 of 4
1748536366.225081 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1748536366.225087 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1748536366.225089 args_parse_flags: next -Tcopy-mode-vi
1748536366.225091 args_parse_flag_argument: -T = copy-mode-vi
1748536366.225093 args_parse_flags: next 8
1748536366.225094 args_parse: flags end at 2 of 4
1748536366.225096 args_parse: 2 = 8 (type STRING)
1748536366.225101 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1748536366.225109 cmd_parse_build_commands: bind-key -T copy-mode-vi 8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1748536366.225112 cmdq_get_command: [bind-key/0x12504c270] group 2192
1748536366.225114 cmdq_append <global>: [bind-key/0x12504c270]
1748536366.225116 yylex_token: end at WS
1748536366.225117 yylex_token: bind
1748536366.225120 yylex_token: end at WS
1748536366.225121 yylex_token: -Tcopy-mode-vi
1748536366.225123 yylex_token: end at WS
1748536366.225125 yylex_token: 9
1748536366.225127 yylex_token: end at WS
1748536366.225129 yylex_token: command-prompt
1748536366.225131 yylex_token: end at WS
1748536366.225133 yylex_token: -Np(repeat)
1748536366.225135 yylex_token: end at WS
1748536366.225136 yylex_token: -I9
1748536366.225138 yylex_token: end at WS
1748536366.225140 yylex_token: send
1748536366.225142 yylex_token: end at WS
1748536366.225143 yylex_token: -N
1748536366.225145 yylex_token: end at WS
1748536366.225147 yylex_token: %%
1748536366.225149 cmd_parse_build_commands 0:0: bind
1748536366.225151 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1748536366.225153 cmd_parse_build_commands 0:2: 9
1748536366.225155 cmd_parse_build_commands 0:3 0:0: command-prompt
